#### Simulations (100)
# Process.x #1
2.0 2.0
3.0 2.0
3.0 3.0
4.0 3.0
4.0 4.0
5.0 4.0
5.0 5.0
6.0 5.0
6.0 6.0
7.0 6.0
7.0 7.0
8.0 7.0
8.0 8.0
9.0 8.0
9.0 9.0
10.0 9.0
10.0 10.0
10.0539 10.0
# Process.x #30
0.0 0.0
0.0 0.0
1.0 0.0
1.0 1.0
2.0 1.0
2.0 2.0
3.0 2.0
3.0 3.0
4.0 3.0
4.0 4.0
5.0 4.0
5.0 5.0
6.0 5.0
6.0 6.0
7.0 6.0
7.0 7.0
8.0 7.0
8.0 8.0
9.0 8.0
9.0 9.0
10.0 9.0
10.0 10.0
10.893 10.0
# Process.x #31
0.0 0.0
0.0 0.0
1.0 0.0
1.0 1.0
2.0 1.0
2.0 2.0
3.0 2.0
3.0 3.0
4.0 3.0
4.0 4.0
5.0 4.0
5.0 5.0
6.0 5.0
6.0 6.0
7.0 6.0
7.0 7.0
8.0 7.0
8.0 8.0
9.0 8.0
9.0 9.0
10.0 9.0
10.0 10.0
10.53 10.0
# Process.x #32
0.0 0.0
0.0 0.0
1.0 0.0
1.0 10.0
2.0 10.0
2.0 20.0
3.0 20.0
3.0 30.0
4.0 30.0
4.0 40.0
5.0 40.0
5.0 50.0
6.0 50.0
6.0 60.0
7.0 60.0
7.0 70.0
8.0 70.0
8.0 80.0
9.0 80.0
9.0 90.0
10.0 90.0
10.0 100.0
10.4479 100.0
# Process.x #33
0.0 0.0
0.0 0.0
1.0 0.0
1.0 1.0
2.0 1.0
2.0 2.0
3.0 2.0
3.0 3.0
4.0 3.0
4.0 4.0
5.0 4.0
5.0 5.0
6.0 5.0
6.0 6.0
7.0 6.0
7.0 7.0
8.0 7.0
8.0 8.0
9.0 8.0
9.0 9.0
10.0 9.0
10.0 10.0
10.9569 10.0
# Process.x #34
0.0 0.0
0.0 0.0
1.0 0.0
1.0 1.0
2.0 1.0
2.0 2.0
3.0 2.0
3.0 3.0
4.0 3.0
4.0 4.0
5.0 4.0
5.0 5.0
6.0 5.0
6.0 6.0
7.0 6.0
7.0 7.0
8.0 7.0
8.0 8.0
9.0 8.0
9.0 9.0
10.0 9.0
10.0 10.0
10.1738 10.0
# Process.x #35
0.0 0.0
0.0 0.0
1.0 0.0
1.0 10.0
2.0 10.0
2.0 20.0
3.0 20.0
3.0 30.0
4.0 30.0
4.0 40.0
5.0 40.0
5.0 50.0
6.0 50.0
6.0 60.0
7.0 60.0
7.0 70.0
8.0 70.0
8.0 80.0
9.0 80.0
9.0 90.0
10.0 90.0
10.0 100.0
10.7151 100.0
# Process.x #36
0.0 0.0
0.0 0.0
1.0 0.0
1.0 10.0
2.0 10.0
2.0 20.0
3.0 20.0
3.0 30.0
4.0 30.0
4.0 40.0
5.0 40.0
5.0 50.0
6.0 50.0
6.0 60.0
7.0 60.0
7.0 70.0
8.0 70.0
8.0 80.0
9.0 80.0
9.0 90.0
10.0 90.0
10.0 100.0
10.8559 100.0
# Process.x #37
0.0 0.0
0.0 0.0
1.0 0.0
1.0 1.0
2.0 1.0
2.0 2.0
3.0 2.0
3.0 3.0
4.0 3.0
4.0 4.0
5.0 4.0
5.0 5.0
6.0 5.0
6.0 6.0
7.0 6.0
7.0 7.0
8.0 7.0
8.0 8.0
9.0 8.0
9.0 9.0
10.0 9.0
10.0 10.0
10.8632 10.0
# Process.x #38
0.0 0.0
0.0 0.0
1.0 0.0
1.0 10.0
2.0 10.0
2.0 20.0
3.0 20.0
3.0 30.0
4.0 30.0
4.0 40.0
5.0 40.0
5.0 50.0
6.0 50.0
6.0 60.0
7.0 60.0
7.0 70.0
8.0 70.0
8.0 80.0
9.0 80.0
9.0 90.0
10.0 90.0
10.0 100.0
10.1392 100.0
# Process.x #39
0.0 0.0
0.0 0.0
1.0 0.0
1.0 10.0
2.0 10.0
