0.0,0.0
1.0,2.0
2.0,4.0
3.0,6.0
4.0,8.0
5.0,10.0
6.0,12.0
7.0,14.0
8.0,16.0
9.0,18.0
10.0,20.0
11.0,22.0
12.0,24.0
13.0,26.0
14.0,28.0
15.0,30.0
16.0,32.0
17.0,34.0
18.0,36.0
19.0,38.0
20.0,40.0
21.0,42.0
22.0,44.0
23.0,46.0
24.0,48.0
25.0,50.0
26.0,52.0
27.0,54.0
28.0,56.0
29.0,58.0
30.0,60.0
31.0,62.0
32.0,64.0
33.0,66.0
34.0,68.0
35.0,70.0
36.0,72.0
37.0,74.0
38.0,76.0
39.0,78.0
40.0,80.0
41.0,82.0
42.0,84.0
43.0,86.0
44.0,88.0
45.0,90.0
46.0,92.0
47.0,94.0
48.0,96.0
49.0,98.0
50.0,100.0
0.0,00.0
1.0,20.0
2.0,40.0
3.0,60.0
4.0,80.0
5.0,100.0
6.0,120.0
7.0,140.0
8.0,160.0
9.0,180.0
10.0,200.0
11.0,220.0
12.0,240.0
13.0,260.0
14.0,280.0
15.0,300.0
16.0,320.0
17.0,340.0
18.0,360.0
19.0,380.0
20.0,400.0
21.0,420.0
22.0,440.0
23.0,460.0
24.0,480.0
25.0,500.0
26.0,520.0
27.0,540.0
28.0,560.0
29.0,580.0
30.0,600.0
31.0,620.0
32.0,640.0
33.0,660.0
34.0,680.0
35.0,700.0
36.0,720.0
37.0,740.0
38.0,760.0
39.0,780.0
40.0,800.0
41.0,820.0
42.0,840.0
43.0,860.0
44.0,880.0
45.0,900.0
46.0,920.0
47.0,940.0
48.0,960.0
49.0,980.0
50.0,1000.0
